"categoria","file","riga","testo"
"titolo-numerato-a-mano","chapters/applicazione/04_eterogeneita_modelli_dinamici.qmd",830,"### 2. Prevedere: chi subisce maggiore shrinkage? {.unnumbered .unlisted}"
"titolo-numerato-a-mano","chapters/applicazione/04_eterogeneita_modelli_dinamici.qmd",850,"### 3. Progettare: parametri differenti o strategie differenti? {.unnumbered .unlisted}"
"titolo-numerato-a-mano","chapters/applicazione/04_eterogeneita_modelli_dinamici.qmd",870,"### 4. Criticare e comunicare: dal parametro al tratto {.unnumbered .unlisted}"
"sessionInfo","chapters/applicazione/04_eterogeneita_modelli_dinamici.qmd",892,"sessionInfo()"
"callout-note","chapters/applicazione/05_decisione_ottimale.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/applicazione/05_decisione_ottimale.qmd",145,"::: {.callout-note title=""Perché qui basta la media""}"
"callout-note","chapters/applicazione/05_decisione_ottimale.qmd",169,"::: {.callout-note title=""Il quadro è volutamente minimale""}"
"callout-note","chapters/applicazione/05_decisione_ottimale.qmd",197,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/applicazione/05_decisione_ottimale.qmd",215,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-tip","chapters/applicazione/05_decisione_ottimale.qmd",17,"::: {.callout-tip collapse=true title=""Prerequisiti""}"
"callout-tip","chapters/applicazione/05_decisione_ottimale.qmd",193,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/applicazione/05_decisione_ottimale.qmd",211,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-important","chapters/applicazione/05_decisione_ottimale.qmd",9,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/applicazione/05_decisione_ottimale.qmd",47,"::: {.callout-important title=""Credenze e preferenze fanno cose diverse""}"
"callout-warning","chapters/applicazione/05_decisione_ottimale.qmd",139,"::: {.callout-warning title=""La stessa evidenza, tre raccomandazioni""}"
"titolo-numerato-a-mano","chapters/applicazione/05_decisione_ottimale.qmd",185,"### 1. Comprendere: dove sta il salto? {.unnumbered .unlisted}"
"titolo-numerato-a-mano","chapters/applicazione/05_decisione_ottimale.qmd",205,"### 2. Prevedere: quando si rovescia la scelta? {.unnumbered .unlisted}"
"callout-note","chapters/applicazione/conclusions_sec_applications.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-tip","chapters/applicazione/conclusions_sec_applications.qmd",204,"::: {.callout-tip title=""Checklist per un modello processuale usato scientificamente""}"
"callout-important","chapters/applicazione/conclusions_sec_applications.qmd",17,"::: {.callout-important title=""La formalizzazione non certifica una spiegazione""}"
"callout-important","chapters/applicazione/conclusions_sec_applications.qmd",131,"::: {.callout-important title=""Il modello migliore può essere ancora sbagliato""}"
"callout-note","chapters/calcolo/_intro_sec_stan.qmd",1,"::: {.callout-note appearance=""minimal""}"
"callout-tip","chapters/calcolo/_intro_sec_stan.qmd",9,"::: {.callout-tip}"
"callout-important","chapters/calcolo/_intro_sec_stan.qmd",21,"::: {.callout-important}"
"callout-warning","chapters/calcolo/_intro_sec_stan.qmd",27,"::: {.callout-warning appearance=""simple""}"
"articolo-elidato","chapters/calcolo/_intro_sec_stan.qmd",28,"**Prerequisito tecnico**: il capitolo introduttivo sull'algoritmo di Metropolis può essere seguito con R. Prim"
"callout-note","chapters/calcolo/01_metropolis.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/calcolo/01_metropolis.qmd",97,"::: {.callout-note title=""Un rifiuto produce comunque uno stato della catena""}"
"callout-note","chapters/calcolo/01_metropolis.qmd",171,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/calcolo/01_metropolis.qmd",275,"::: {.callout-note title=""Una differenza epistemologica""}"
"callout-note","chapters/calcolo/01_metropolis.qmd",317,"::: {.callout-note collapse=""true"" title=""Approfondimento: autocorrelazione e dimensione campionaria effettiva"
"callout-note","chapters/calcolo/01_metropolis.qmd",390,"::: {.callout-note collapse=""true"" title=""Approfondimento: come leggere $\hat{R}$""}"
"callout-note","chapters/calcolo/01_metropolis.qmd",468,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/01_metropolis.qmd",504,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/01_metropolis.qmd",536,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/01_metropolis.qmd",562,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/01_metropolis.qmd",573,"::: {.callout-note collapse=true title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/calcolo/01_metropolis.qmd",22,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/calcolo/01_metropolis.qmd",463,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/calcolo/01_metropolis.qmd",499,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/calcolo/01_metropolis.qmd",531,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/calcolo/01_metropolis.qmd",557,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-important","chapters/calcolo/01_metropolis.qmd",12,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/calcolo/01_metropolis.qmd",91,"::: {.callout-important title=""Perché accettare anche mosse peggiorative""}"
"callout-important","chapters/calcolo/01_metropolis.qmd",165,"::: {.callout-important title=""Metropolis non cerca soltanto il valore migliore""}"
"callout-warning","chapters/calcolo/01_metropolis.qmd",144,"::: {.callout-warning title=""Perché usare Metropolis dove non serve""}"
"callout-caution","chapters/calcolo/01_metropolis.qmd",29,"::: {.callout-caution collapse=true title=""Preparazione del notebook""}"
"sessionInfo","chapters/calcolo/01_metropolis.qmd",576,"sessionInfo()"
"blockquote-etichetta","chapters/calcolo/02_ppl.qmd",54,"> **Il modello definisce la distribuzione che vogliamo ottenere; l'algoritmo stabilisce come esplorarla numeri"
"callout-note","chapters/calcolo/02_ppl.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/calcolo/02_ppl.qmd",92,"::: {.callout-note collapse=""true"" title=""Lettura facoltativa di un modello Stan minimo""}"
"callout-note","chapters/calcolo/02_ppl.qmd",139,"::: {.callout-note collapse=""true"" title=""Dalla famiglia BUGS a Stan""}"
"callout-note","chapters/calcolo/02_ppl.qmd",189,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/02_ppl.qmd",223,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/02_ppl.qmd",251,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/02_ppl.qmd",281,"::: {.callout-note collapse=""true"" title=""Elementi per la risposta""}"
"callout-tip","chapters/calcolo/02_ppl.qmd",21,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/calcolo/02_ppl.qmd",53,"::: {.callout-tip appearance=""minimal""}"
"callout-tip","chapters/calcolo/02_ppl.qmd",185,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/calcolo/02_ppl.qmd",219,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/calcolo/02_ppl.qmd",247,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/calcolo/02_ppl.qmd",277,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-important","chapters/calcolo/02_ppl.qmd",11,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"blockquote-etichetta","chapters/calcolo/03_stan_intro.qmd",8,"> **leggere un programma Stan come una traduzione eseguibile del modello statistico.**"
"callout-note","chapters/calcolo/03_stan_intro.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/calcolo/03_stan_intro.qmd",405,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/03_stan_intro.qmd",446,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/03_stan_intro.qmd",477,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/03_stan_intro.qmd",501,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/03_stan_intro.qmd",515,"::: {.callout-note collapse=true title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/calcolo/03_stan_intro.qmd",28,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/calcolo/03_stan_intro.qmd",235,"::: {.callout-tip collapse=""true"" title=""Approfondimento facoltativo: eseguire il modello con `cmdstanr`""}"
"callout-tip","chapters/calcolo/03_stan_intro.qmd",401,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/calcolo/03_stan_intro.qmd",442,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/calcolo/03_stan_intro.qmd",473,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/calcolo/03_stan_intro.qmd",497,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-important","chapters/calcolo/03_stan_intro.qmd",18,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/calcolo/03_stan_intro.qmd",155,"::: {.callout-important title=""Il simbolo `~` non genera dati nel blocco `model`""}"
"callout-warning","chapters/calcolo/03_stan_intro.qmd",126,"::: {.callout-warning title=""Un vincolo non è un prior""}"
"callout-caution","chapters/calcolo/03_stan_intro.qmd",43,"::: {.callout-caution collapse=true title=""Preparazione del notebook""}"
"articolo-elidato","chapters/calcolo/03_stan_intro.qmd",32,"- Per eseguire il codice sono utili l'@sec-apx-install-cmdstan, l'@sec-apx-cmdstanr-intro e l'@sec-apx-stan-la"
"sessionInfo","chapters/calcolo/03_stan_intro.qmd",518,"sessionInfo()"
"callout-note","chapters/calcolo/04_stan_odds_ratio_stan.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/calcolo/04_stan_odds_ratio_stan.qmd",152,"::: {.callout-note collapse=""true"" title=""Approfondimento: la soluzione coniugata""}"
"callout-note","chapters/calcolo/04_stan_odds_ratio_stan.qmd",260,"::: {.callout-note collapse=true title=""Codice facoltativo: compilazione e campionamento con cmdstanr""}"
"callout-note","chapters/calcolo/04_stan_odds_ratio_stan.qmd",312,"::: {.callout-note collapse=true title=""Codice facoltativo: riassunti, grafico e probabilità posteriori""}"
"callout-note","chapters/calcolo/04_stan_odds_ratio_stan.qmd",369,"::: {.callout-note collapse=true title=""Controllo facoltativo: confronto con la soluzione coniugata""}"
"callout-note","chapters/calcolo/04_stan_odds_ratio_stan.qmd",412,"::: {.callout-note collapse=true title=""Approfondimento: dalla differenza tra log-odds al coefficiente logisti"
"callout-note","chapters/calcolo/04_stan_odds_ratio_stan.qmd",538,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/04_stan_odds_ratio_stan.qmd",577,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/04_stan_odds_ratio_stan.qmd",617,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/04_stan_odds_ratio_stan.qmd",651,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/04_stan_odds_ratio_stan.qmd",665,"::: {.callout-note collapse=true title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/calcolo/04_stan_odds_ratio_stan.qmd",19,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/calcolo/04_stan_odds_ratio_stan.qmd",534,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/calcolo/04_stan_odds_ratio_stan.qmd",573,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/calcolo/04_stan_odds_ratio_stan.qmd",613,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/calcolo/04_stan_odds_ratio_stan.qmd",647,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-important","chapters/calcolo/04_stan_odds_ratio_stan.qmd",9,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/calcolo/04_stan_odds_ratio_stan.qmd",479,"::: {.callout-important title=""Stessa likelihood non significa necessariamente stesso modello bayesiano""}"
"callout-warning","chapters/calcolo/04_stan_odds_ratio_stan.qmd",131,"::: {.callout-warning title=""L'odds ratio non è un aumento percentuale della probabilità""}"
"callout-caution","chapters/calcolo/04_stan_odds_ratio_stan.qmd",31,"::: {.callout-caution collapse=true title=""Preparazione del notebook""}"
"articolo-elidato","chapters/calcolo/04_stan_odds_ratio_stan.qmd",23,"- L'@sec-apx-cmdstanr-intro e l'@sec-apx-stan-lang sono necessarie solo per eseguire il codice; l'@sec-apx-mcm"
"sessionInfo","chapters/calcolo/04_stan_odds_ratio_stan.qmd",668,"sessionInfo()"
"callout-note","chapters/calcolo/05_stan_two_means.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/calcolo/05_stan_two_means.qmd",192,"::: {.callout-note collapse=true title=""Percorso facoltativo: simulare i dati e stimare il modello comune""}"
"callout-note","chapters/calcolo/05_stan_two_means.qmd",333,"::: {.callout-note collapse=true title=""Codice facoltativo: probabilità posteriori""}"
"callout-note","chapters/calcolo/05_stan_two_means.qmd",445,"::: {.callout-note collapse=true title=""Percorso facoltativo: stimare il modello a dispersioni distinte""}"
"callout-note","chapters/calcolo/05_stan_two_means.qmd",528,"::: {.callout-note collapse=true title=""Approfondimento: controllo predittivo per gruppo""}"
"callout-note","chapters/calcolo/05_stan_two_means.qmd",555,"::: {.callout-note collapse=true title=""Approfondimento: confronto mediante PSIS-LOO""}"
"callout-note","chapters/calcolo/05_stan_two_means.qmd",616,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/05_stan_two_means.qmd",654,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/05_stan_two_means.qmd",696,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/05_stan_two_means.qmd",714,"::: {.callout-note collapse=true title=""Elementi per la risposta""}"
"callout-note","chapters/calcolo/05_stan_two_means.qmd",727,"::: {.callout-note collapse=true title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/calcolo/05_stan_two_means.qmd",20,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/calcolo/05_stan_two_means.qmd",612,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/calcolo/05_stan_two_means.qmd",642,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/calcolo/05_stan_two_means.qmd",692,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/calcolo/05_stan_two_means.qmd",710,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-important","chapters/calcolo/05_stan_two_means.qmd",9,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/calcolo/05_stan_two_means.qmd",86,"::: {.callout-important title=""Il segno dipende dall'ordine del confronto""}"
"callout-warning","chapters/calcolo/05_stan_two_means.qmd",329,"::: {.callout-warning title=""La ROPE non crea una soglia universale""}"
"callout-caution","chapters/calcolo/05_stan_two_means.qmd",32,"::: {.callout-caution collapse=true title=""Preparazione del notebook""}"
"articolo-elidato","chapters/calcolo/05_stan_two_means.qmd",24,"- L'@sec-apx-install-cmdstan, l'@sec-apx-stan-lang, l'@sec-apx-mcmc-diagnostics e l'@sec-apx-posterior-predict"
"sessionInfo","chapters/calcolo/05_stan_two_means.qmd",730,"sessionInfo()"
"metadato-esercizio","chapters/calcolo/05_stan_two_means.qmd",597,"*Codice: no · 5–10 minuti*"
"metadato-esercizio","chapters/calcolo/05_stan_two_means.qmd",622,"*Codice: no · 5 minuti*"
"metadato-esercizio","chapters/calcolo/05_stan_two_means.qmd",678,"*Codice: no · 5–10 minuti*"
"metadato-esercizio","chapters/calcolo/05_stan_two_means.qmd",702,"*Codice: no · 10 minuti*"
"callout-note","chapters/calcolo/06_bayesian_workflow.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/calcolo/06_bayesian_workflow.qmd",214,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/06_bayesian_workflow.qmd",242,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/06_bayesian_workflow.qmd",276,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/calcolo/06_bayesian_workflow.qmd",298,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-tip","chapters/calcolo/06_bayesian_workflow.qmd",19,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/calcolo/06_bayesian_workflow.qmd",209,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/calcolo/06_bayesian_workflow.qmd",237,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/calcolo/06_bayesian_workflow.qmd",271,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/calcolo/06_bayesian_workflow.qmd",293,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-important","chapters/calcolo/06_bayesian_workflow.qmd",9,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/calcolo/06_bayesian_workflow.qmd",102,"::: {.callout-important}"
"articolo-elidato","chapters/calcolo/06_bayesian_workflow.qmd",23,"- L'@sec-workflow-checklist riassume il workflow; l'@sec-apx-mcmc-diagnostics, l'@sec-apx-prior-predictive-che"
"articolo-elidato","chapters/calcolo/conclusions_sec.qmd",9,"Alcune idee attraversano tutti i capitoli. L'oggetto dell'inferenza è l'intera distribuzione a posteriori dall"
"callout-note","chapters/causalita/_intro_sec_causality.qmd",1,"::: {.callout-note appearance=""minimal""}"
"callout-tip","chapters/causalita/_intro_sec_causality.qmd",9,"::: {.callout-tip}"
"callout-important","chapters/causalita/_intro_sec_causality.qmd",25,"::: {.callout-important}"
"callout-important","chapters/causalita/_intro_sec_causality.qmd",55,"::: {.callout-important}"
"callout-warning","chapters/causalita/_intro_sec_causality.qmd",33,"::: {.callout-warning}"
"callout-caution","chapters/causalita/_intro_sec_causality.qmd",66,"::: {.callout-caution appearance=""simple""}"
"callout-note","chapters/causalita/01_specification_error.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/causalita/01_specification_error.qmd",96,"::: {.callout-note title=""L'intuizione: $X_1$ finisce per rappresentare anche una parte di $X_2$""}"
"callout-note","chapters/causalita/01_specification_error.qmd",150,"::: {.callout-note collapse=true title=""Approfondimento: derivazione della formula standardizzata""}"
"callout-note","chapters/causalita/01_specification_error.qmd",255,"::: {.callout-note collapse=true title=""Approfondimento: tre processi, la stessa operazione di aggiustamento""}"
"callout-note","chapters/causalita/01_specification_error.qmd",416,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/causalita/01_specification_error.qmd",436,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/causalita/01_specification_error.qmd",450,"::: {.callout-note collapse=true title=""Elementi per la risposta""}"
"callout-note","chapters/causalita/01_specification_error.qmd",470,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/causalita/01_specification_error.qmd",474,"::: {.callout-note collapse=true title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/causalita/01_specification_error.qmd",23,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/causalita/01_specification_error.qmd",181,"::: {.callout-tip collapse=true title=""Approfondimento computazionale: vedere il bias su una mappa""}"
"callout-tip","chapters/causalita/01_specification_error.qmd",432,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-important","chapters/causalita/01_specification_error.qmd",13,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/causalita/01_specification_error.qmd",251,"::: {.callout-important title=""Il problema non è scegliere il modello con il coefficiente più convincente""}"
"callout-important","chapters/causalita/01_specification_error.qmd",316,"::: {.callout-important title=""Il punto di svolta""}"
"callout-caution","chapters/causalita/01_specification_error.qmd",30,"::: {.callout-caution collapse=true title=""Preparazione del notebook""}"
"callout-caution","chapters/causalita/01_specification_error.qmd",359,"::: {.callout-caution}"
"sessionInfo","chapters/causalita/01_specification_error.qmd",476,"sessionInfo()"
"metadato-esercizio","chapters/causalita/01_specification_error.qmd",396,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/causalita/01_specification_error.qmd",422,"*Codice: no · 10–15 minuti*"
"metadato-esercizio","chapters/causalita/01_specification_error.qmd",442,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/causalita/01_specification_error.qmd",456,"*Codice: no · 15 minuti*"
"callout-note","chapters/causalita/02_propedeutic_causality.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/causalita/02_propedeutic_causality.qmd",126,"::: {.callout-note title=""Controfattuale non significa immaginario""}"
"callout-note","chapters/causalita/02_propedeutic_causality.qmd",151,"::: {.callout-note collapse=true title=""Approfondimento: l'effetto dipende anche dalla popolazione""}"
"callout-note","chapters/causalita/02_propedeutic_causality.qmd",187,"::: {.callout-note collapse=true title=""Approfondimento: una decomposizione utile""}"
"callout-note","chapters/causalita/02_propedeutic_causality.qmd",251,"::: {.callout-note title=""Definire bene l'effetto viene prima dell'identificazione""}"
"callout-note","chapters/causalita/02_propedeutic_causality.qmd",290,"::: {.callout-note collapse=true title=""Approfondimento: differenza, rapporto e odds ratio""}"
"callout-note","chapters/causalita/02_propedeutic_causality.qmd",370,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/causalita/02_propedeutic_causality.qmd",387,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/causalita/02_propedeutic_causality.qmd",407,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/causalita/02_propedeutic_causality.qmd",429,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-tip","chapters/causalita/02_propedeutic_causality.qmd",35,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/causalita/02_propedeutic_causality.qmd",366,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/causalita/02_propedeutic_causality.qmd",425,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-important","chapters/causalita/02_propedeutic_causality.qmd",25,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/causalita/02_propedeutic_causality.qmd",74,"::: {.callout-important title=""Prima l'oggetto, poi il metodo""}"
"callout-important","chapters/causalita/02_propedeutic_causality.qmd",227,"::: {.callout-important title=""La randomizzazione riguarda l'identificazione, non la precisione""}"
"callout-warning","chapters/causalita/02_propedeutic_causality.qmd",280,"::: {.callout-warning title=""Nessun algoritmo crea il confronto mancante""}"
"metadato-esercizio","chapters/causalita/02_propedeutic_causality.qmd",353,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/causalita/02_propedeutic_causality.qmd",378,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/causalita/02_propedeutic_causality.qmd",395,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/causalita/02_propedeutic_causality.qmd",413,"*Codice: no · 10–15 minuti*"
"blockquote-etichetta","chapters/causalita/03_causality.qmd",136,"> **Un mediatore appartiene al processo attraverso cui l'effetto causale viene prodotto. Condizionare sul medi"
"blockquote-etichetta","chapters/causalita/03_causality.qmd",188,"> **Una causa comune può far apparire $X$ e $Y$ associati anche in parte per ragioni diverse dall'effetto di $"
"blockquote-etichetta","chapters/causalita/03_causality.qmd",555,"> **quando cambia la domanda causale, può cambiare anche ciò che dobbiamo preservare o bloccare nel DAG.**"
"callout-note","chapters/causalita/03_causality.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/causalita/03_causality.qmd",44,"::: {.callout-note title=""Un DAG non è una fotografia delle correlazioni""}"
"callout-note","chapters/causalita/03_causality.qmd",394,"::: {.callout-note title=""Effetto totale e percorsi causali""}"
"callout-note","chapters/causalita/03_causality.qmd",495,"::: {.callout-note title=""Aperto e chiuso non significano vero e falso""}"
"callout-note","chapters/causalita/03_causality.qmd",722,"::: {.callout-note title=""Prima di aggiungere una covariata""}"
"callout-note","chapters/causalita/03_causality.qmd",749,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/causalita/03_causality.qmd",782,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/causalita/03_causality.qmd",802,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/causalita/03_causality.qmd",820,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-tip","chapters/causalita/03_causality.qmd",25,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/causalita/03_causality.qmd",559,"::: {.callout-tip collapse=""true"" title=""Approfondimento: moderazione ed eterogeneità dell'effetto""}"
"callout-tip","chapters/causalita/03_causality.qmd",745,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/causalita/03_causality.qmd",798,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/causalita/03_causality.qmd",816,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-important","chapters/causalita/03_causality.qmd",15,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/causalita/03_causality.qmd",279,"::: {.callout-important title=""La stessa operazione statistica, tre significati causali""}"
"callout-important","chapters/causalita/03_causality.qmd",340,"::: {.callout-important title=""Due domande diverse""}"
"titolo-numerato-a-mano","chapters/causalita/03_causality.qmd",96,"### 1. Una catena causale: il mediatore"
"titolo-numerato-a-mano","chapters/causalita/03_causality.qmd",140,"### 2. Una causa comune: il confondimento"
"titolo-numerato-a-mano","chapters/causalita/03_causality.qmd",193,"### 3. Un effetto comune: il collider"
"metadato-esercizio","chapters/causalita/03_causality.qmd",737,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/causalita/03_causality.qmd",755,"*Codice: no · 10–15 minuti*"
"metadato-esercizio","chapters/causalita/03_causality.qmd",788,"*Codice: no · 10–15 minuti*"
"metadato-esercizio","chapters/causalita/03_causality.qmd",808,"*Codice: no · 15 minuti*"
"callout-note","chapters/causalita/03_causalityOLD.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/causalita/03_causalityOLD.qmd",245,"::: {.callout-note title=""Il messaggio per chi usa la regressione""}"
"callout-note","chapters/causalita/03_causalityOLD.qmd",274,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/causalita/03_causalityOLD.qmd",298,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/causalita/03_causalityOLD.qmd",324,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/causalita/03_causalityOLD.qmd",342,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-tip","chapters/causalita/03_causalityOLD.qmd",23,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/causalita/03_causalityOLD.qmd",270,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
